transaction_id,date,customer_id,corridor,agent_id,agent_name,amount_aed,fee_aed,payment_method,status
TXN03568,2024-06-28,CUS0786,India,AGT004,Maria Santos,1586.75,25,Card,SUCCESS
TXN01972,2024-06-29,CUS0671,Bangladesh,AGT002,Priya Sharma,100.0,0,Cash,FAILED
TXN02397,2024-06-29,CUS0333,Philippines,AGT008,Sarah Johnson,651.1,20,Bank Transfer,SUCCESS
TXN01761,2024-06-29,CUS0461,Philippines,AGT002,Priya Sharma,1342.79,20,Cash,SUCCESS
TXN00117,2024-06-29,CUS0314,Bangladesh,AGT005,John Mathew,692.71,15,Cash,SUCCESS
TXN01171,2024-06-29,CUS0329,Bangladesh,AGT005,John Mathew,859.38,0,Card,FAILED
TXN03161,2024-06-29,CUS0228,Bangladesh,AGT007,Rajesh Kumar,572.63,15,Cash,SUCCESS
TXN01087,2024-06-29,CUS0284,Sri Lanka,AGT007,Rajesh Kumar,981.81,0,Cash,FAILED
TXN03703,2024-06-29,CUS0408,Nepal,AGT005,John Mathew,435.06,12,Cash,SUCCESS
TXN00860,2024-06-29,CUS0381,Egypt,AGT006,Fatima Al Zaabi,1308.87,22,Card,SUCCESS
TXN01586,2024-06-29,CUS0508,Kenya,AGT007,Rajesh Kumar,1147.54,20,Cash,SUCCESS
TXN02991,2024-06-30,CUS0611,Philippines,AGT007,Rajesh Kumar,1309.43,20,Cash,SUCCESS
TXN00937,2024-06-30,CUS0533,Egypt,AGT008,Sarah Johnson,762.99,22,Cash,SUCCESS
TXN02195,2024-06-30,CUS0067,Philippines,AGT005,John Mathew,951.22,20,Bank Transfer,SUCCESS
TXN02226,2024-06-30,CUS0577,Philippines,AGT003,Mohammad Raza,1256.75,20,Card,SUCCESS
TXN02158,2024-06-30,CUS0461,Nepal,AGT006,Fatima Al Zaabi,542.81,12,Card,SUCCESS
TXN02188,2024-06-30,CUS0127,India,AGT008,Sarah Johnson,1104.01,25,Cash,SUCCESS
TXN02771,2024-06-30,CUS0602,India,AGT005,John Mathew,1125.89,25,Card,SUCCESS
TXN01148,2024-06-30,CUS0220,Kenya,AGT007,Rajesh Kumar,539.59,20,Cash,SUCCESS
TXN01286,2024-06-30,CUS0155,Bangladesh,AGT005,John Mathew,420.44,15,Bank Transfer,SUCCESS
TXN00436,2024-06-30,CUS0577,India,AGT001,Ahmed Al Mansoori,1226.67,25,Card,SUCCESS
TXN00224,2024-06-30,CUS0447,India,AGT001,Ahmed Al Mansoori,619.42,0,Bank Transfer,FAILED
TXN01825,2024-06-30,CUS0433,India,AGT007,Rajesh Kumar,1260.72,25,Bank Transfer,SUCCESS
TXN02246,2024-07-01,CUS0731,India,AGT002,Priya Sharma,1237.57,25,Cash,SUCCESS
TXN04801,2024-07-01,CUS0571,Kenya,AGT004,Maria Santos,1094.5,20,Cash,SUCCESS
TXN04783,2024-07-01,CUS0786,Nepal,AGT002,Priya Sharma,295.68,12,Card,SUCCESS
TXN03553,2024-07-01,CUS0104,India,AGT002,Priya Sharma,1324.82,25,Cash,SUCCESS
TXN04842,2024-07-01,CUS0047,Bangladesh,AGT007,Rajesh Kumar,715.9,15,Cash,SUCCESS
TXN02613,2024-07-01,CUS0042,Pakistan,AGT002,Priya Sharma,751.64,18,Cash,SUCCESS
TXN02358,2024-07-01,CUS0219,India,AGT003,Mohammad Raza,1251.62,25,Cash,SUCCESS
TXN04040,2024-07-01,CUS0269,Pakistan,AGT007,Rajesh Kumar,634.67,18,Card,SUCCESS
TXN03950,2024-07-01,CUS0674,India,AGT004,Maria Santos,739.55,25,Card,SUCCESS
TXN01686,2024-07-01,CUS0513,Bangladesh,AGT007,Rajesh Kumar,949.41,15,Card,SUCCESS
TXN03358,2024-07-01,CUS0209,India,AGT002,Priya Sharma,433.66,25,Cash,SUCCESS
TXN01687,2024-07-01,CUS0340,Kenya,AGT002,Priya Sharma,817.58,20,Card,SUCCESS
TXN04202,2024-07-01,CUS0652,India,AGT008,Sarah Johnson,807.52,25,Card,SUCCESS
TXN04204,2024-07-01,CUS0343,Philippines,AGT002,Priya Sharma,638.17,20,Bank Transfer,SUCCESS
TXN04601,2024-07-01,CUS0529,Bangladesh,AGT006,Fatima Al Zaabi,654.65,15,Card,SUCCESS
TXN00841,2024-07-02,CUS0041,Bangladesh,AGT005,John Mathew,689.61,15,Cash,SUCCESS
TXN02286,2024-07-02,CUS0629,Pakistan,AGT002,Priya Sharma,910.89,18,Cash,SUCCESS
TXN00858,2024-07-02,CUS0107,Pakistan,AGT007,Rajesh Kumar,913.14,18,Cash,SUCCESS
TXN01068,2024-07-02,CUS0344,Kenya,AGT004,Maria Santos,1280.84,20,Card,SUCCESS
TXN04656,2024-07-02,CUS0001,Philippines,AGT006,Fatima Al Zaabi,1481.83,20,Cash,SUCCESS
TXN00543,2024-07-02,CUS0164,Bangladesh,AGT004,Maria Santos,811.26,15,Card,SUCCESS
TXN04297,2024-07-02,CUS0016,Sri Lanka,AGT007,Rajesh Kumar,512.6,15,Card,SUCCESS
TXN04279,2024-07-02,CUS0033,Kenya,AGT005,John Mathew,930.58,0,Cash,FAILED
TXN03725,2024-07-02,CUS0028,India,AGT002,Priya Sharma,976.07,25,Cash,SUCCESS
TXN04321,2024-07-02,CUS0047,India,AGT003,Mohammad Raza,1192.85,25,Card,SUCCESS
TXN04175,2024-07-02,CUS0714,India,AGT005,John Mathew,1136.86,25,Cash,SUCCESS
TXN03610,2024-07-02,CUS0115,Pakistan,AGT006,Fatima Al Zaabi,700.35,18,Cash,SUCCESS
TXN03574,2024-07-02,CUS0750,Kenya,AGT004,Maria Santos,1005.3,20,Cash,SUCCESS
TXN00268,2024-07-03,CUS0400,India,AGT001,Ahmed Al Mansoori,685.15,25,Cash,SUCCESS
TXN02019,2024-07-03,CUS0601,Philippines,AGT001,Ahmed Al Mansoori,1071.56,20,Cash,SUCCESS
TXN04817,2024-07-03,CUS0128,Pakistan,AGT008,Sarah Johnson,1116.9,18,Card,SUCCESS
TXN01234,2024-07-03,CUS0270,Egypt,AGT005,John Mathew,1951.3,22,Card,SUCCESS
TXN00989,2024-07-03,CUS0296,Nepal,AGT003,Mohammad Raza,560.23,12,Card,SUCCESS
TXN03133,2024-07-03,CUS0121,India,AGT006,Fatima Al Zaabi,576.77,25,Cash,SUCCESS
TXN03096,2024-07-03,CUS0055,India,AGT007,Rajesh Kumar,1660.61,25,Cash,SUCCESS
TXN00799,2024-07-03,CUS0353,Pakistan,AGT005,John Mathew,806.8,0,Cash,FAILED
TXN01395,2024-07-03,CUS0204,India,AGT001,Ahmed Al Mansoori,1068.48,25,Cash,SUCCESS
TXN03227,2024-07-03,CUS0718,Pakistan,AGT004,Maria Santos,596.76,0,Cash,FAILED
TXN02171,2024-07-03,CUS0766,Egypt,AGT008,Sarah Johnson,1425.82,22,Cash,SUCCESS
TXN04908,2024-07-03,CUS0489,Nepal,AGT005,John Mathew,392.37,12,Cash,SUCCESS
TXN03054,2024-07-03,CUS0712,India,AGT007,Rajesh Kumar,917.85,0,Cash,FAILED
TXN01693,2024-07-03,CUS0041,Pakistan,AGT007,Rajesh Kumar,1009.11,18,Card,SUCCESS
TXN02633,2024-07-03,CUS0346,Bangladesh,AGT006,Fatima Al Zaabi,741.43,0,Cash,FAILED
TXN04733,2024-07-03,CUS0680,Pakistan,AGT005,John Mathew,548.93,18,Cash,SUCCESS
TXN01917,2024-07-03,CUS0668,India,AGT007,Rajesh Kumar,916.4,25,Bank Transfer,SUCCESS
TXN01294,2024-07-03,CUS0156,Pakistan,AGT004,Maria Santos,1001.24,18,Card,SUCCESS
TXN00120,2024-07-03,CUS0726,India,AGT001,Ahmed Al Mansoori,1470.7,25,Cash,SUCCESS
TXN01654,2024-07-03,CUS0045,Egypt,AGT002,Priya Sharma,983.46,22,Cash,SUCCESS
TXN04164,2024-07-03,CUS0144,Philippines,AGT005,John Mathew,404.18,20,Cash,SUCCESS
TXN02394,2024-07-04,CUS0583,Bangladesh,AGT002,Priya Sharma,563.49,15,Bank Transfer,SUCCESS
TXN02364,2024-07-04,CUS0459,Egypt,AGT003,Mohammad Raza,1467.19,22,Bank Transfer,SUCCESS
TXN00025,2024-07-04,CUS0246,Sri Lanka,AGT005,John Mathew,627.51,0,Bank Transfer,FAILED
TXN02816,2024-07-04,CUS0674,Pakistan,AGT003,Mohammad Raza,995.4,18,Card,SUCCESS
TXN00806,2024-07-04,CUS0424,Bangladesh,AGT008,Sarah Johnson,635.07,15,Bank Transfer,SUCCESS
TXN02749,2024-07-04,CUS0543,Bangladesh,AGT005,John Mathew,781.13,15,Cash,SUCCESS
TXN04562,2024-07-04,CUS0431,India,AGT006,Fatima Al Zaabi,1818.85,25,Cash,SUCCESS
TXN04642,2024-07-04,CUS0292,Nepal,AGT003,Mohammad Raza,623.15,12,Card,SUCCESS
TXN01748,2024-07-04,CUS0401,Egypt,AGT004,Maria Santos,1265.36,22,Card,SUCCESS
TXN04730,2024-07-04,CUS0065,India,AGT001,Ahmed Al Mansoori,1206.96,25,Cash,SUCCESS
TXN02263,2024-07-04,CUS0331,Bangladesh,AGT003,Mohammad Raza,959.51,0,Cash,FAILED
TXN00107,2024-07-04,CUS0725,Pakistan,AGT008,Sarah Johnson,1252.68,18,Cash,SUCCESS
TXN04528,2024-07-04,CUS0388,Bangladesh,AGT008,Sarah Johnson,860.41,15,Card,SUCCESS
TXN04099,2024-07-04,CUS0425,Nepal,AGT005,John Mathew,576.21,12,Card,SUCCESS
TXN03314,2024-07-04,CUS0179,India,AGT002,Priya Sharma,834.69,25,Card,SUCCESS
TXN00846,2024-07-05,CUS0329,Bangladesh,AGT004,Maria Santos,803.41,15,Card,SUCCESS
TXN01061,2024-07-05,CUS0258,India,AGT007,Rajesh Kumar,1477.81,25,Bank Transfer,SUCCESS
TXN00241,2024-07-05,CUS0397,Philippines,AGT005,John Mathew,686.02,20,Cash,SUCCESS
TXN00792,2024-07-05,CUS0462,Sri Lanka,AGT005,John Mathew,796.73,15,Cash,SUCCESS
TXN04850,2024-07-05,CUS0374,Bangladesh,AGT007,Rajesh Kumar,800.67,15,Cash,SUCCESS
TXN01291,2024-07-05,CUS0126,India,AGT003,Mohammad Raza,1339.89,25,Cash,SUCCESS
TXN01615,2024-07-05,CUS0100,India,AGT002,Priya Sharma,1135.03,25,Card,SUCCESS
TXN02040,2024-07-05,CUS0647,India,AGT008,Sarah Johnson,563.13,25,Cash,SUCCESS
TXN04568,2024-07-05,CUS0101,Philippines,AGT008,Sarah Johnson,568.12,20,Bank Transfer,SUCCESS
TXN02933,2024-07-05,CUS0592,Bangladesh,AGT004,Maria Santos,513.26,15,Card,SUCCESS
TXN03313,2024-07-06,CUS0749,Philippines,AGT006,Fatima Al Zaabi,1463.23,20,Cash,SUCCESS
TXN00461,2024-07-06,CUS0779,Pakistan,AGT001,Ahmed Al Mansoori,1271.53,18,Card,SUCCESS
TXN03372,2024-07-06,CUS0166,Egypt,AGT003,Mohammad Raza,705.55,22,Card,SUCCESS
TXN00791,2024-07-06,CUS0216,India,AGT007,Rajesh Kumar,1354.66,25,Card,SUCCESS
TXN02895,2024-07-06,CUS0430,Pakistan,AGT004,Maria Santos,921.98,18,Bank Transfer,SUCCESS
TXN01890,2024-07-06,CUS0670,Nepal,AGT005,John Mathew,597.4,12,Bank Transfer,SUCCESS
TXN03254,2024-07-06,CUS0545,Pakistan,AGT006,Fatima Al Zaabi,1053.95,18,Cash,SUCCESS
TXN02209,2024-07-06,CUS0490,Kenya,AGT002,Priya Sharma,860.78,20,Bank Transfer,SUCCESS
TXN03141,2024-07-06,CUS0728,Philippines,AGT001,Ahmed Al Mansoori,1128.63,20,Bank Transfer,SUCCESS
TXN04716,2024-07-06,CUS0009,India,AGT004,Maria Santos,1186.36,25,Card,SUCCESS
TXN02017,2024-07-06,CUS0746,Sri Lanka,AGT006,Fatima Al Zaabi,690.48,15,Card,SUCCESS
TXN04592,2024-07-06,CUS0183,Nepal,AGT008,Sarah Johnson,635.32,12,Card,SUCCESS
TXN03256,2024-07-06,CUS0416,Nepal,AGT008,Sarah Johnson,626.66,0,Bank Transfer,FAILED
TXN04659,2024-07-07,CUS0590,Pakistan,AGT007,Rajesh Kumar,859.06,18,Cash,SUCCESS
TXN03273,2024-07-07,CUS0095,Bangladesh,AGT008,Sarah Johnson,885.1,15,Card,SUCCESS
TXN04140,2024-07-07,CUS0658,Egypt,AGT005,John Mathew,1101.4,22,Bank Transfer,SUCCESS
TXN02441,2024-07-07,CUS0407,Philippines,AGT003,Mohammad Raza,1372.39,20,Card,SUCCESS
TXN00294,2024-07-07,CUS0627,Philippines,AGT003,Mohammad Raza,1129.39,20,Cash,SUCCESS
TXN01633,2024-07-07,CUS0740,India,AGT005,John Mathew,968.32,25,Bank Transfer,SUCCESS
TXN02020,2024-07-07,CUS0622,Egypt,AGT001,Ahmed Al Mansoori,691.04,22,Card,SUCCESS
TXN00472,2024-07-07,CUS0336,Philippines,AGT008,Sarah Johnson,278.48,20,Bank Transfer,SUCCESS
TXN04326,2024-07-07,CUS0003,Philippines,AGT005,John Mathew,1179.8,20,Card,SUCCESS
TXN02832,2024-07-07,CUS0277,India,AGT005,John Mathew,867.19,0,Cash,FAILED
TXN03315,2024-07-07,CUS0074,India,AGT005,John Mathew,1069.87,0,Card,FAILED
TXN01883,2024-07-07,CUS0448,Philippines,AGT006,Fatima Al Zaabi,566.73,20,Cash,SUCCESS
TXN03906,2024-07-07,CUS0696,Bangladesh,AGT005,John Mathew,632.37,0,Cash,FAILED
TXN03341,2024-07-07,CUS0542,India,AGT003,Mohammad Raza,1454.19,25,Cash,SUCCESS
TXN02344,2024-07-07,CUS0308,Bangladesh,AGT007,Rajesh Kumar,589.53,0,Cash,FAILED
TXN00514,2024-07-07,CUS0758,India,AGT005,John Mathew,873.28,25,Cash,SUCCESS
TXN04886,2024-07-07,CUS0197,Pakistan,AGT005,John Mathew,686.2,18,Card,SUCCESS
TXN03538,2024-07-08,CUS0434,India,AGT007,Rajesh Kumar,907.54,25,Cash,SUCCESS
TXN00573,2024-07-08,CUS0192,Sri Lanka,AGT006,Fatima Al Zaabi,823.56,15,Cash,SUCCESS
TXN01940,2024-07-08,CUS0389,Pakistan,AGT008,Sarah Johnson,823.52,18,Cash,SUCCESS
TXN01949,2024-07-08,CUS0750,India,AGT007,Rajesh Kumar,1605.38,25,Cash,SUCCESS
TXN03210,2024-07-08,CUS0080,Philippines,AGT003,Mohammad Raza,1021.83,20,Bank Transfer,SUCCESS
TXN04208,2024-07-08,CUS0596,India,AGT007,Rajesh Kumar,172.33,25,Cash,SUCCESS
TXN00389,2024-07-08,CUS0577,India,AGT001,Ahmed Al Mansoori,1542.15,25,Card,SUCCESS
TXN02751,2024-07-08,CUS0318,Pakistan,AGT006,Fatima Al Zaabi,1221.31,18,Card,SUCCESS
TXN03739,2024-07-08,CUS0007,Bangladesh,AGT005,John Mathew,622.18,15,Cash,SUCCESS
TXN03526,2024-07-08,CUS0337,Nepal,AGT008,Sarah Johnson,388.7,12,Card,SUCCESS
TXN02888,2024-07-08,CUS0532,Philippines,AGT008,Sarah Johnson,1274.85,20,Cash,SUCCESS
TXN03724,2024-07-08,CUS0792,Bangladesh,AGT007,Rajesh Kumar,324.86,15,Cash,SUCCESS
TXN02096,2024-07-08,CUS0463,India,AGT006,Fatima Al Zaabi,1172.72,25,Cash,SUCCESS
TXN01670,2024-07-09,CUS0679,India,AGT002,Priya Sharma,1396.82,25,Cash,SUCCESS
TXN03919,2024-07-09,CUS0013,Egypt,AGT007,Rajesh Kumar,1413.37,22,Cash,SUCCESS
TXN04299,2024-07-09,CUS0085,Philippines,AGT001,Ahmed Al Mansoori,634.14,20,Cash,SUCCESS
TXN02045,2024-07-09,CUS0331,Pakistan,AGT001,Ahmed Al Mansoori,602.62,18,Card,SUCCESS
TXN00645,2024-07-09,CUS0117,Nepal,AGT003,Mohammad Raza,555.77,12,Bank Transfer,SUCCESS
TXN04485,2024-07-09,CUS0742,India,AGT006,Fatima Al Zaabi,1187.79,25,Cash,SUCCESS
TXN03582,2024-07-09,CUS0565,Kenya,AGT004,Maria Santos,1329.43,20,Cash,SUCCESS
TXN02587,2024-07-09,CUS0343,India,AGT007,Rajesh Kumar,725.07,25,Cash,SUCCESS
TXN01617,2024-07-09,CUS0216,India,AGT005,John Mathew,1307.55,25,Cash,SUCCESS
TXN01566,2024-07-09,CUS0430,Pakistan,AGT003,Mohammad Raza,732.48,18,Cash,SUCCESS
TXN02581,2024-07-09,CUS0134,Sri Lanka,AGT008,Sarah Johnson,833.72,15,Cash,SUCCESS
TXN02909,2024-07-09,CUS0075,Pakistan,AGT004,Maria Santos,692.0,18,Cash,SUCCESS
TXN02946,2024-07-09,CUS0190,Pakistan,AGT006,Fatima Al Zaabi,524.55,18,Card,SUCCESS
TXN00952,2024-07-10,CUS0095,Nepal,AGT004,Maria Santos,663.37,12,Cash,SUCCESS
TXN03539,2024-07-10,CUS0763,India,AGT006,Fatima Al Zaabi,1182.35,25,Card,SUCCESS
TXN03148,2024-07-10,CUS0061,India,AGT002,Priya Sharma,943.62,25,Bank Transfer,SUCCESS
TXN02802,2024-07-10,CUS0055,Pakistan,AGT002,Priya Sharma,1446.33,18,Cash,SUCCESS
TXN02764,2024-07-10,CUS0192,Bangladesh,AGT001,Ahmed Al Mansoori,567.37,15,Cash,SUCCESS
TXN04395,2024-07-10,CUS0660,India,AGT006,Fatima Al Zaabi,1502.28,25,Card,SUCCESS
TXN04880,2024-07-10,CUS0193,Pakistan,AGT002,Priya Sharma,1032.28,18,Card,SUCCESS
TXN00024,2024-07-10,CUS0614,Bangladesh,AGT001,Ahmed Al Mansoori,400.8,15,Cash,SUCCESS
TXN00401,2024-07-10,CUS0579,Kenya,AGT008,Sarah Johnson,495.59,20,Card,SUCCESS
TXN01410,2024-07-10,CUS0138,India,AGT002,Priya Sharma,1109.7,25,Cash,SUCCESS
TXN02880,2024-07-10,CUS0537,India,AGT003,Mohammad Raza,1132.56,25,Card,SUCCESS
TXN00698,2024-07-10,CUS0499,Philippines,AGT008,Sarah Johnson,562.2,0,Bank Transfer,FAILED
TXN03197,2024-07-10,CUS0003,Sri Lanka,AGT001,Ahmed Al Mansoori,910.36,15,Cash,SUCCESS
TXN03486,2024-07-10,CUS0387,India,AGT001,Ahmed Al Mansoori,1014.52,25,Card,SUCCESS
TXN03191,2024-07-10,CUS0151,Bangladesh,AGT006,Fatima Al Zaabi,613.97,15,Cash,SUCCESS
TXN02228,2024-07-10,CUS0651,India,AGT003,Mohammad Raza,983.85,25,Card,SUCCESS
TXN02379,2024-07-10,CUS0798,India,AGT004,Maria Santos,1051.15,25,Cash,SUCCESS
TXN03981,2024-07-10,CUS0007,Philippines,AGT008,Sarah Johnson,1267.89,20,Cash,SUCCESS
TXN02214,2024-07-10,CUS0766,Pakistan,AGT001,Ahmed Al Mansoori,691.5,18,Cash,SUCCESS
TXN04682,2024-07-10,CUS0666,Pakistan,AGT005,John Mathew,661.66,18,Cash,SUCCESS
TXN01735,2024-07-10,CUS0344,Nepal,AGT006,Fatima Al Zaabi,743.99,12,Card,SUCCESS
TXN02175,2024-07-10,CUS0033,India,AGT007,Rajesh Kumar,899.35,25,Bank Transfer,SUCCESS
TXN04807,2024-07-10,CUS0587,Philippines,AGT003,Mohammad Raza,700.46,20,Cash,SUCCESS
TXN01777,2024-07-10,CUS0030,Egypt,AGT002,Priya Sharma,898.12,22,Bank Transfer,SUCCESS
TXN04721,2024-07-11,CUS0386,India,AGT002,Priya Sharma,1562.58,25,Card,SUCCESS
TXN02059,2024-07-11,CUS0782,Nepal,AGT004,Maria Santos,647.26,12,Cash,SUCCESS
TXN02752,2024-07-11,CUS0641,Bangladesh,AGT001,Ahmed Al Mansoori,1030.33,15,Cash,SUCCESS
TXN02609,2024-07-11,CUS0085,Sri Lanka,AGT002,Priya Sharma,951.84,15,Card,SUCCESS
TXN01983,2024-07-11,CUS0228,India,AGT002,Priya Sharma,974.38,25,Card,SUCCESS
TXN01508,2024-07-11,CUS0498,Pakistan,AGT005,John Mathew,1029.27,18,Cash,SUCCESS
TXN03049,2024-07-11,CUS0632,Egypt,AGT007,Rajesh Kumar,1240.41,22,Card,SUCCESS
TXN02099,2024-07-11,CUS0388,Egypt,AGT003,Mohammad Raza,587.26,22,Bank Transfer,SUCCESS
TXN02577,2024-07-11,CUS0323,India,AGT001,Ahmed Al Mansoori,1727.1,25,Card,SUCCESS
TXN03401,2024-07-11,CUS0606,Pakistan,AGT005,John Mathew,917.94,18,Cash,SUCCESS
TXN03519,2024-07-11,CUS0269,Pakistan,AGT007,Rajesh Kumar,1107.08,18,Cash,SUCCESS
TXN01393,2024-07-11,CUS0007,India,AGT003,Mohammad Raza,1924.82,25,Cash,SUCCESS
TXN02844,2024-07-11,CUS0459,India,AGT004,Maria Santos,779.6,25,Card,SUCCESS
TXN04543,2024-07-12,CUS0574,Bangladesh,AGT004,Maria Santos,317.57,15,Card,SUCCESS
TXN01814,2024-07-12,CUS0642,Pakistan,AGT005,John Mathew,1015.24,18,Bank Transfer,SUCCESS
TXN01505,2024-07-12,CUS0351,India,AGT002,Priya Sharma,1138.73,0,Cash,FAILED
TXN04155,2024-07-12,CUS0615,Philippines,AGT002,Priya Sharma,1167.34,20,Bank Transfer,SUCCESS
TXN03129,2024-07-12,CUS0130,India,AGT004,Maria Santos,1226.16,0,Cash,FAILED
TXN04670,2024-07-12,CUS0626,Pakistan,AGT002,Priya Sharma,808.54,18,Cash,SUCCESS
TXN01325,2024-07-12,CUS0781,Philippines,AGT003,Mohammad Raza,917.41,20,Card,SUCCESS
TXN03841,2024-07-12,CUS0429,Nepal,AGT003,Mohammad Raza,489.42,12,Cash,SUCCESS
TXN00366,2024-07-12,CUS0670,Philippines,AGT003,Mohammad Raza,791.67,20,Cash,SUCCESS
TXN04340,2024-07-12,CUS0663,Nepal,AGT005,John Mathew,542.88,12,Cash,SUCCESS
TXN00555,2024-07-12,CUS0131,India,AGT005,John Mathew,1321.54,25,Cash,SUCCESS
TXN04925,2024-07-12,CUS0725,Pakistan,AGT005,John Mathew,907.37,18,Bank Transfer,SUCCESS
TXN00821,2024-07-12,CUS0433,India,AGT002,Priya Sharma,1013.78,25,Card,SUCCESS
TXN04081,2024-07-12,CUS0307,Bangladesh,AGT008,Sarah Johnson,833.07,15,Bank Transfer,SUCCESS
TXN03331,2024-07-12,CUS0577,India,AGT005,John Mathew,1528.96,25,Card,SUCCESS
TXN03517,2024-07-12,CUS0603,Egypt,AGT007,Rajesh Kumar,837.47,22,Bank Transfer,SUCCESS
TXN04310,2024-07-12,CUS0169,India,AGT005,John Mathew,1032.75,25,Cash,SUCCESS
TXN01978,2024-07-12,CUS0759,Pakistan,AGT003,Mohammad Raza,1027.41,18,Bank Transfer,SUCCESS
TXN03306,2024-07-12,CUS0217,India,AGT006,Fatima Al Zaabi,1582.09,25,Cash,SUCCESS
TXN02572,2024-07-12,CUS0472,India,AGT005,John Mathew,678.51,25,Cash,SUCCESS
TXN02374,2024-07-13,CUS0714,Philippines,AGT005,John Mathew,1035.48,20,Cash,SUCCESS
TXN02747,2024-07-13,CUS0479,Philippines,AGT007,Rajesh Kumar,965.16,0,Card,FAILED
TXN00633,2024-07-13,CUS0486,India,AGT005,John Mathew,1143.12,25,Cash,SUCCESS
TXN04464,2024-07-13,CUS0571,India,AGT004,Maria Santos,1618.62,25,Card,SUCCESS
TXN04257,2024-07-13,CUS0174,India,AGT005,John Mathew,899.02,25,Cash,SUCCESS
TXN04255,2024-07-13,CUS0193,India,AGT007,Rajesh Kumar,1284.19,25,Cash,SUCCESS
TXN00369,2024-07-13,CUS0472,Nepal,AGT004,Maria Santos,617.58,12,Cash,SUCCESS
TXN00911,2024-07-13,CUS0627,Bangladesh,AGT007,Rajesh Kumar,635.37,15,Card,SUCCESS
TXN00391,2024-07-13,CUS0512,Pakistan,AGT004,Maria Santos,584.38,18,Bank Transfer,SUCCESS
TXN03598,2024-07-13,CUS0078,Pakistan,AGT008,Sarah Johnson,1041.71,18,Cash,SUCCESS
TXN04345,2024-07-13,CUS0130,Philippines,AGT004,Maria Santos,723.45,20,Card,SUCCESS
TXN02554,2024-07-13,CUS0025,Pakistan,AGT008,Sarah Johnson,893.51,18,Card,SUCCESS
TXN00010,2024-07-13,CUS0167,India,AGT006,Fatima Al Zaabi,1395.32,25,Cash,SUCCESS
TXN00223,2024-07-13,CUS0513,Pakistan,AGT004,Maria Santos,964.7,18,Card,SUCCESS
TXN04374,2024-07-14,CUS0708,India,AGT003,Mohammad Raza,1248.72,25,Cash,SUCCESS
TXN02249,2024-07-14,CUS0605,India,AGT002,Priya Sharma,1131.92,25,Card,SUCCESS
TXN04757,2024-07-14,CUS0076,India,AGT004,Maria Santos,660.99,25,Card,SUCCESS
TXN01335,2024-07-14,CUS0102,India,AGT002,Priya Sharma,1253.52,25,Cash,SUCCESS
TXN02162,2024-07-14,CUS0221,India,AGT004,Maria Santos,1288.74,25,Cash,SUCCESS
TXN02454,2024-07-14,CUS0100,Bangladesh,AGT003,Mohammad Raza,549.69,0,Cash,FAILED
TXN03328,2024-07-14,CUS0032,India,AGT004,Maria Santos,987.86,25,Card,SUCCESS
TXN01413,2024-07-14,CUS0240,India,AGT008,Sarah Johnson,1364.12,25,Cash,SUCCESS
TXN03963,2024-07-14,CUS0727,India,AGT007,Rajesh Kumar,1217.75,25,Bank Transfer,SUCCESS
TXN03066,2024-07-14,CUS0789,Nepal,AGT003,Mohammad Raza,657.89,12,Card,SUCCESS
TXN00166,2024-07-14,CUS0510,Pakistan,AGT004,Maria Santos,899.07,18,Cash,SUCCESS
TXN04567,2024-07-14,CUS0557,Egypt,AGT008,Sarah Johnson,1381.31,22,Cash,SUCCESS
TXN03590,2024-07-14,CUS0013,India,AGT008,Sarah Johnson,1057.36,25,Cash,SUCCESS
TXN01731,2024-07-14,CUS0128,India,AGT008,Sarah Johnson,1119.55,25,Card,SUCCESS
TXN02363,2024-07-14,CUS0175,Philippines,AGT008,Sarah Johnson,488.96,20,Card,SUCCESS
TXN04439,2024-07-14,CUS0014,Pakistan,AGT004,Maria Santos,718.26,18,Cash,SUCCESS
TXN01859,2024-07-15,CUS0066,Bangladesh,AGT007,Rajesh Kumar,760.63,0,Cash,FAILED
TXN01009,2024-07-15,CUS0744,India,AGT008,Sarah Johnson,1577.84,25,Cash,SUCCESS
TXN04702,2024-07-15,CUS0726,Pakistan,AGT003,Mohammad Raza,453.15,18,Card,SUCCESS
TXN01495,2024-07-15,CUS0531,Philippines,AGT002,Priya Sharma,1316.37,20,Bank Transfer,SUCCESS
TXN02544,2024-07-15,CUS0165,India,AGT001,Ahmed Al Mansoori,1088.95,25,Card,SUCCESS
TXN02700,2024-07-15,CUS0113,India,AGT003,Mohammad Raza,1678.42,25,Cash,SUCCESS
TXN04635,2024-07-15,CUS0096,India,AGT005,John Mathew,955.48,25,Card,SUCCESS
TXN04643,2024-07-15,CUS0568,Egypt,AGT003,Mohammad Raza,1025.53,22,Cash,SUCCESS
TXN02899,2024-07-15,CUS0713,Pakistan,AGT002,Priya Sharma,731.01,18,Cash,SUCCESS
TXN01037,2024-07-15,CUS0713,Pakistan,AGT005,John Mathew,505.82,18,Cash,SUCCESS
TXN04803,2024-07-16,CUS0223,India,AGT005,John Mathew,697.64,25,Cash,SUCCESS
TXN03091,2024-07-16,CUS0333,Pakistan,AGT004,Maria Santos,363.68,18,Card,SUCCESS
TXN02399,2024-07-16,CUS0143,Philippines,AGT001,Ahmed Al Mansoori,955.96,20,Cash,SUCCESS
TXN00747,2024-07-16,CUS0208,India,AGT001,Ahmed Al Mansoori,1267.24,25,Bank Transfer,SUCCESS
